rank,wallet,rounds_raw,rounds_adjusted,time_ms,bot_holder,score_signature,entry_signature
1,C2hrPKdTf1onZjnnEgSg1jVD56NqSkRKgTBWnqkbadr8,1,2,116728,yes,3S34e3zcieDgUi3FEg7YG5g5DyNYSP9t3P95s4N1MGCyRqsNLCzZAX8eBMzunJanKSStf78GXPRFmUAuT1A7sCCn,wmebGKne6j4PLYykdbeUWE89tS5dwbjFTuituK2iR9UjkYy1nn1MaV32fXPRuu9EqR8FDjdmhixNsBSatCsyRMT
